,id,gender,chipTime_16k,city,year,chipTime_21k,chipTime_32k,chipTime_42k,age
873,15624,Male,1:25:43,Davao,2024,1:57:31,3:34:39,,25-29
874,4803,Male,1:37:02,Manila,2025,2:00:22,3:34:40,,45-49
875,4174,Male,1:22:59,Manila,2025,1:46:06,3:34:45,,35-39
876,1090,Male,1:45:55,Manila,2024,1:56:45,3:34:47,5:04:51,30-34
877,3959,Male,1:29:29,Manila,2025,2:11:21,3:34:47,,40-44
878,8665,Male,1:43:12,Cagayan de Oro,2024,1:57:58,3:34:50,,30-34
879,15797,Male,1:43:18,Davao,2024,2:16:52,3:34:55,,25-29
880,5304,Male,1:53:11,Manila,2025,2:18:51,3:34:57,,25-29
881,899,Male,1:43:28,Manila,2024,2:14:38,3:35:00,,30-34
882,498,Male,1:33:12,Manila,2024,2:03:29,3:35:04,,30-34
883,862,Male,1:41:16,Manila,2024,2:18:05,3:35:07,,35-39
884,369,Male,1:27:47,Manila,2024,1:58:00,3:35:14,,35-39
885,3773,Male,1:19:56,Manila,2025,1:54:59,3:35:17,,30-34
886,4109,Male,1:33:48,Manila,2025,2:06:13,3:35:17,,40-44
887,4103,Male,1:32:16,Manila,2025,2:13:53,3:35:19,,25-29
888,1323,Male,1:42:19,Manila,2024,2:20:20,3:35:23,7:00:30,45-49
889,15753,Male,1:39:28,Davao,2024,2:10:07,3:35:24,6:00:36,20-24
890,13996,Male,1:49:35,Iloilo-Bacolod,2024,2:09:39,3:35:25,5:09:48,40-44
891,4539,Male,1:39:07,Manila,2025,2:20:37,3:35:25,,30-34
892,6473,Female,2:07:51,Manila,2025,2:46:27,3:35:28,,40-44
893,3991,Male,1:20:34,Manila,2025,1:52:57,3:35:32,,30-34
894,248,Male,1:24:38,Manila,2024,2:01:55,3:35:34,,30-34
895,13863,Male,1:31:06,Iloilo-Bacolod,2024,1:25:38,3:35:43,5:47:45,40-44
896,13885,Male,1:33:36,Iloilo-Bacolod,2024,2:02:55,3:35:43,,25-29
897,505,Male,1:34:38,Manila,2024,2:24:08,3:35:46,,50-54
898,333,Male,1:27:07,Manila,2024,1:58:36,3:35:52,,35-39
899,345,Male,1:31:14,Manila,2024,2:18:05,3:36:00,4:51:15,40-44
900,15685,Male,1:33:37,Davao,2024,2:28:14,3:36:01,,30-34
901,4732,Male,1:35:57,Manila,2025,1:58:02,3:36:02,,25-29
902,4418,Male,1:39:04,Manila,2025,2:10:05,3:36:06,,40-44
903,3875,Male,1:26:46,Manila,2025,1:56:47,3:36:07,,25-29
904,15692,Male,1:33:51,Davao,2024,2:08:24,3:36:13,,45-49
905,15200,Female,1:47:39,Cebu,2024,2:17:13,3:36:17,,35-39
906,982,Female,1:43:49,Manila,2024,2:19:58,3:36:23,4:50:11,30-34
907,13864,Male,1:30:42,Iloilo-Bacolod,2024,2:02:59,3:36:26,4:44:47,25-29
908,4381,Male,1:35:39,Manila,2025,2:14:37,3:36:31,,35-39
909,8612,Male,1:36:32,Cagayan de Oro,2024,2:13:45,3:36:33,4:45:35,45-49
910,763,Male,1:38:03,Manila,2024,2:18:58,3:36:36,4:57:06,30-34
911,723,Male,1:35:24,Manila,2024,2:16:36,3:36:37,,40-44
912,1095,Female,1:44:06,Manila,2024,2:24:28,3:36:37,5:15:54,35-39
913,341,Male,1:30:35,Manila,2024,2:10:08,3:36:38,4:52:31,35-39
914,4223,Male,1:33:14,Manila,2025,2:00:18,3:36:40,,35-39
915,727,Male,1:40:00,Manila,2024,2:19:58,3:36:40,4:49:59,50-54
916,1262,Male,1:50:09,Manila,2024,2:22:12,3:36:41,5:12:04,40-44
917,3963,Male,1:29:12,Manila,2025,2:04:58,3:36:42,,30-34
918,6094,Male,2:02:45,Manila,2025,2:21:40,3:36:43,,35-39
919,868,Male,1:40:23,Manila,2024,2:00:39,3:36:45,6:32:40,25-29
920,8653,Female,1:41:24,Cagayan de Oro,2024,2:10:44,3:36:47,,50-54
921,279,Male,1:28:36,Manila,2024,2:09:15,3:36:51,4:26:47,40-44
922,8680,Female,1:44:43,Cagayan de Oro,2024,2:17:00,3:36:52,5:20:56,25-29
923,6066,Male,1:53:22,Manila,2025,1:57:20,3:36:59,,30-34
924,4230,Male,1:36:00,Manila,2025,2:09:05,3:36:59,,35-39
925,8552,Male,1:27:34,Cagayan de Oro,2024,1:52:43,3:37:02,,40-44
926,4483,Female,1:38:46,Manila,2025,2:26:52,3:37:02,,30-34
927,15236,Male,1:51:27,Cebu,2024,2:26:13,3:37:04,5:09:48,30-34
928,8583,Male,1:32:10,Cagayan de Oro,2024,2:03:10,3:37:07,,35-39
929,2629,Male,2:17:05,Manila,2024,3:00:51,3:37:07,,30-34
930,399,Male,1:28:42,Manila,2024,2:04:39,3:37:10,4:50:33,25-29
931,3507,Male,2:45:07,Manila,2024,2:31:24,3:37:10,,30-34
932,1449,Female,1:49:45,Manila,2024,2:10:21,3:37:12,,18-24
933,1721,Male,1:53:10,Manila,2024,2:25:15,3:37:20,5:23:23,25-29
934,8582,Female,1:32:15,Cagayan de Oro,2024,2:20:44,3:37:22,,U
935,4664,Male,1:43:09,Manila,2025,1:55:26,3:37:28,,30-34
936,2156,Male,2:06:30,Manila,2024,2:14:54,3:37:31,5:50:35,25-29
937,4029,Male,1:31:30,Manila,2025,2:09:39,3:37:33,,35-39
938,16080,Male,2:08:58,Davao,2024,2:58:30,3:37:36,,25-29
939,2466,Male,2:09:20,Manila,2024,2:45:01,3:37:37,5:42:47,40-44
940,1686,Female,1:53:23,Manila,2024,2:32:58,3:37:41,5:03:15,35-39
941,5571,Female,1:46:30,Manila,2025,2:20:04,3:37:45,,25-29
942,7090,Male,1:39:26,Manila,2025,2:05:38,3:37:46,,35-39
943,2575,Male,1:44:31,Manila,2024,2:21:58,3:37:50,,25-29
944,656,Male,1:34:08,Manila,2024,2:13:53,3:37:53,4:49:21,45-49
945,5211,Male,1:43:05,Manila,2025,2:08:34,3:37:54,,35-39
946,15821,Female,1:45:14,Davao,2024,2:13:02,3:37:58,5:51:29,30-34
947,1240,Female,1:45:18,Manila,2024,2:54:01,3:37:58,7:29:17,35-39
948,15084,Male,1:36:07,Cebu,2024,2:03:58,3:37:59,,25-29
949,14440,Male,1:46:02,Baguio,2024,2:40:44,3:37:59,,50-54
950,1271,Male,1:47:28,Manila,2024,2:22:12,3:38:00,4:47:52,35-39
951,3667,Male,1:08:21,Manila,2025,1:32:52,3:38:03,,25-29
952,8631,Male,1:38:34,Cagayan de Oro,2024,2:21:35,3:38:04,5:00:44,30-34
953,15098,Male,1:39:34,Cebu,2024,2:08:28,3:38:07,,35-39
954,8657,Male,1:42:24,Cagayan de Oro,2024,2:03:53,3:38:08,5:23:20,40-44
955,14997,Male,1:24:42,Cebu,2024,1:57:59,3:38:10,,40-44
956,4114,Male,1:30:21,Manila,2025,2:05:10,3:38:13,,35-39
957,681,Male,1:38:53,Manila,2024,2:14:21,3:38:15,5:21:54,35-39
958,881,Male,1:39:51,Manila,2024,2:20:48,3:38:19,5:26:21,25-29
959,3684,Male,1:13:25,Manila,2025,2:08:18,3:38:26,,18-24
960,5738,Female,1:47:53,Manila,2025,2:12:20,3:38:29,,40-44
961,15834,Female,1:47:25,Davao,2024,2:15:33,3:38:29,6:34:56,25-29
962,4209,Male,1:33:21,Manila,2025,2:04:46,3:38:30,,30-34
963,668,Male,1:36:02,Manila,2024,2:18:14,3:38:32,5:36:37,30-34
964,1130,Male,1:44:33,Manila,2024,2:02:27,3:38:33,,30-34
965,1014,Male,1:44:48,Manila,2024,2:15:37,3:38:35,,25-29
966,15747,Male,1:39:17,Davao,2024,2:08:51,3:38:36,,25-29
967,4091,Male,1:33:01,Manila,2025,2:21:24,3:38:36,,35-39
968,510,Male,1:35:38,Manila,2024,2:38:21,3:38:38,,40-44
969,13886,Male,1:34:14,Iloilo-Bacolod,2024,2:08:28,3:38:41,,18-24
970,2218,Female,1:35:58,Manila,2024,2:25:14,3:38:41,,35-39
971,4371,Female,1:39:06,Manila,2025,2:09:28,3:38:44,,30-34
972,2964,Male,2:23:52,Manila,2024,3:25:21,3:38:46,,40-44
973,13839,Female,1:25:45,Iloilo-Bacolod,2024,1:54:04,3:38:49,,25-29
974,767,Male,1:41:56,Manila,2024,2:10:41,3:38:51,5:24:48,40-44
975,3873,Male,1:26:42,Manila,2025,2:07:08,3:38:56,,25-29
976,624,Male,1:34:54,Manila,2024,2:01:39,3:38:59,,25-29
977,6948,Male,2:05:54,Manila,2025,3:17:27,3:39:00,,25-29
978,3745,Male,1:19:18,Manila,2025,1:46:51,3:39:05,,35-39
979,612,Male,1:38:43,Manila,2024,2:20:47,3:39:05,5:29:35,50-54
980,4397,Female,1:37:06,Manila,2025,2:11:05,3:39:06,,30-34
981,4884,Female,1:37:22,Manila,2025,2:07:15,3:39:11,,45-49
982,4796,Female,1:45:28,Manila,2025,2:17:52,3:39:15,,30-34
983,3910,Male,1:28:03,Manila,2025,2:04:41,3:39:16,,30-34
984,212,Male,1:26:29,Manila,2024,1:57:34,3:39:19,5:20:20,18-24
985,949,Male,1:42:44,Manila,2024,2:16:33,3:39:19,,25-29
986,1984,Female,2:00:01,Manila,2024,2:49:34,3:39:19,,25-29
987,3371,Female,2:27:42,Manila,2024,2:20:47,3:39:20,,25-29
988,4106,Male,1:33:33,Manila,2025,2:05:04,3:39:22,,45-49
989,15784,Male,1:42:11,Davao,2024,2:09:48,3:39:22,5:03:32,40-44
990,707,Male,1:38:21,Manila,2024,2:09:38,3:39:24,,25-29
991,1767,Female,1:57:42,Manila,2024,2:17:17,3:39:27,5:13:27,30-34
992,14268,Male,2:46:03,Iloilo-Bacolod,2024,2:14:27,3:39:30,7:04:58,25-29
993,14052,Female,1:57:28,Iloilo-Bacolod,2024,2:14:28,3:39:30,7:05:02,25-29
994,3869,Male,1:26:06,Manila,2025,2:03:36,3:39:36,,40-44
995,4086,Male,1:31:42,Manila,2025,2:00:41,3:39:37,,45-49
996,8648,Female,1:40:31,Cagayan de Oro,2024,2:05:30,3:39:46,,40-44
997,4207,Male,1:25:58,Manila,2025,1:58:50,3:39:50,,25-29
998,4247,Female,1:35:10,Manila,2025,2:05:26,3:39:50,,40-44
999,15864,Male,1:50:59,Davao,2024,2:12:42,3:39:53,5:44:54,25-29
1000,806,Male,1:41:41,Manila,2024,2:18:57,3:39:53,,45-49
1001,16078,Male,2:09:26,Davao,2024,2:15:30,3:39:55,,25-29
1002,1079,Male,1:47:47,Manila,2024,2:29:28,3:39:55,5:18:34,25-29
1003,826,Female,1:43:02,Manila,2024,2:34:15,3:39:59,4:48:39,40-44
1004,4212,Male,1:35:14,Manila,2025,1:51:11,3:40:01,,25-29
1005,2200,Male,2:04:48,Manila,2024,2:28:31,3:40:06,,40-44
1006,15967,Male,1:58:27,Davao,2024,2:19:17,3:40:07,5:07:58,25-29
1007,387,Male,1:31:00,Manila,2024,1:59:48,3:40:11,5:32:52,30-34
1008,4412,Male,1:30:08,Manila,2025,1:56:30,3:40:12,,45-49
1009,15660,Male,1:29:52,Davao,2024,2:11:23,3:40:14,6:34:54,25-29
1010,3958,Female,1:29:01,Manila,2025,2:15:01,3:40:14,,25-29
1011,8747,Female,1:56:17,Cagayan de Oro,2024,2:12:10,3:40:15,,20-24
1012,3807,Male,1:24:36,Manila,2025,1:54:06,3:40:18,,40-44
1013,1115,Female,1:45:54,Manila,2024,2:24:53,3:40:26,5:18:17,40-44
1014,3511,Male,2:48:48,Manila,2024,2:00:41,3:40:27,,25-29
1015,15691,Male,1:33:09,Davao,2024,2:12:16,3:40:33,5:56:01,40-44
1016,15700,Male,1:34:28,Davao,2024,2:26:44,3:40:33,6:32:27,25-29
1017,15731,Male,1:37:45,Davao,2024,2:17:55,3:40:35,,25-29
1018,1571,Female,1:54:29,Manila,2024,2:34:04,3:40:37,5:51:16,30-34
1019,1120,Male,1:48:37,Manila,2024,2:28:55,3:40:40,5:54:25,35-39
1020,15721,Male,1:36:59,Davao,2024,2:44:32,3:40:41,,35-39
1021,3303,Male,2:37:47,Manila,2024,2:59:32,3:40:42,5:55:52,30-34
1022,15843,Male,1:48:39,Davao,2024,2:05:31,3:40:43,5:59:54,25-29
1023,15916,Male,1:55:47,Davao,2024,2:19:04,3:40:46,,30-34
1024,13919,Male,1:38:43,Iloilo-Bacolod,2024,2:03:14,3:40:48,,40-44
1025,13878,Male,1:32:43,Iloilo-Bacolod,2024,1:55:37,3:40:51,,50-54
1026,683,Male,1:38:23,Manila,2024,2:18:11,3:40:51,5:17:10,45-49
1027,8889,Male,2:18:18,Cagayan de Oro,2024,1:58:49,3:40:52,4:44:04,25-29
1028,569,Male,1:35:13,Manila,2024,2:14:21,3:40:57,6:24:23,55-59
1029,8658,Male,1:41:31,Cagayan de Oro,2024,2:11:23,3:41:03,4:49:46,40-44
1030,8576,Male,1:31:39,Cagayan de Oro,2024,2:49:45,3:41:04,,40-44
1031,8581,Male,1:32:01,Cagayan de Oro,2024,2:37:23,3:41:05,,25-29
1032,3983,Male,1:29:22,Manila,2025,2:07:36,3:41:06,,40-44
1033,14457,Male,1:47:35,Baguio,2024,2:43:48,3:41:12,5:26:48,25-29
1034,4350,Female,1:38:14,Manila,2025,2:14:58,3:41:14,,30-34
1035,4547,Male,1:42:51,Manila,2025,2:27:35,3:41:16,,18-24
1036,15851,Female,1:49:21,Davao,2024,2:21:20,3:41:17,5:42:22,35-39
1037,577,Male,1:34:07,Manila,2024,2:19:24,3:41:18,4:52:54,30-34
1038,15755,Male,1:38:39,Davao,2024,2:03:43,3:41:22,,45-49
1039,3870,Male,1:22:47,Manila,2025,2:28:58,3:41:22,,25-29
1040,15150,Male,1:42:50,Cebu,2024,2:21:36,3:41:26,,40-44
1041,5925,Female,2:00:59,Manila,2025,2:53:42,3:41:29,,25-29
1042,4001,Male,1:30:15,Manila,2025,2:11:29,3:41:31,,25-29
1043,15743,Male,1:39:08,Davao,2024,2:17:56,3:41:32,5:21:19,40-44
1044,4255,Male,1:37:12,Manila,2025,2:10:41,3:41:33,,50-54
1045,15465,Male,2:18:06,Cebu,2024,3:07:23,3:41:33,5:21:46,35-39
1046,4317,Female,1:37:59,Manila,2025,2:18:31,3:41:37,,25-29
1047,15847,Female,1:49:07,Davao,2024,2:19:44,3:41:41,5:13:37,35-39
1048,8545,Male,1:27:08,Cagayan de Oro,2024,1:53:01,3:41:43,,45-49
1049,3933,Male,1:28:22,Manila,2025,2:13:25,3:41:43,,50-54
1050,8678,Female,1:45:18,Cagayan de Oro,2024,2:16:42,3:41:45,,50-54
1051,16005,Female,2:02:42,Davao,2024,2:24:30,3:41:45,5:32:04,35-39
1052,3811,Male,1:23:08,Manila,2025,2:26:19,3:41:59,,30-34
1053,178,Male,1:24:54,Manila,2024,1:57:53,3:42:03,,25-29
1054,15736,Male,1:38:07,Davao,2024,2:18:09,3:42:04,,40-44
1055,296,Male,1:29:06,Manila,2024,1:59:41,3:42:08,,35-39
1056,4426,Male,1:37:32,Manila,2025,2:10:24,3:42:10,,25-29
1057,1003,Male,1:41:25,Manila,2024,2:10:04,3:42:11,5:18:59,40-44
1058,4260,Male,1:36:37,Manila,2025,2:07:40,3:42:14,,40-44
1059,3262,Male,2:31:44,Manila,2024,3:18:02,3:42:15,4:44:14,35-39
1060,13913,Female,1:38:01,Iloilo-Bacolod,2024,2:06:50,3:42:22,5:29:48,30-34
1061,4851,Female,1:36:49,Manila,2025,2:11:36,3:42:30,,45-49
1062,640,Male,1:25:01,Manila,2024,2:09:17,3:42:31,5:26:08,40-44
1063,1673,Male,1:52:12,Manila,2024,2:32:19,3:42:31,,30-34
1064,15639,Male,1:28:25,Davao,2024,1:59:31,3:42:40,,25-29
1065,2859,Female,2:15:02,Manila,2024,2:55:21,3:42:43,,35-39
1066,4265,Male,1:35:54,Manila,2025,1:57:06,3:42:45,,25-29
1067,4931,Female,1:48:26,Manila,2025,2:23:31,3:42:45,,18-24
1068,57,Male,1:15:33,Manila,2024,1:51:33,3:42:47,,30-34
1069,3701,Male,1:15:39,Manila,2025,1:57:28,3:42:47,,30-34
1070,878,Female,1:43:17,Manila,2024,2:15:45,3:42:49,5:07:23,25-29
1071,14112,Female,2:08:03,Iloilo-Bacolod,2024,2:11:39,3:42:54,5:32:45,35-39
1072,15092,Male,1:37:51,Cebu,2024,2:14:46,3:42:54,,35-39
1073,4073,Male,1:32:26,Manila,2025,2:22:22,3:42:54,,30-34
1074,3903,Male,1:26:35,Manila,2025,2:15:51,3:42:56,,30-34
1075,13940,Male,1:41:38,Iloilo-Bacolod,2024,2:01:30,3:43:02,,50-54
1076,13958,Female,1:43:51,Iloilo-Bacolod,2024,2:10:05,3:43:03,5:01:34,30-34
1077,4080,Male,1:23:00,Manila,2025,2:08:49,3:43:04,,35-39
1078,4213,Male,1:35:35,Manila,2025,2:06:31,3:43:06,,30-34
1079,4092,Male,1:32:37,Manila,2025,2:19:46,3:43:06,,40-44
1080,5018,Male,1:48:38,Manila,2025,2:16:55,3:43:10,,30-34
1081,4861,Male,1:48:14,Manila,2025,2:25:46,3:43:16,,18-24
1082,15652,Male,1:29:18,Davao,2024,1:54:19,3:43:18,5:37:59,25-29
1083,15157,Male,1:44:15,Cebu,2024,2:20:07,3:43:24,5:08:11,40-44
1084,8355,Male,2:46:32,Manila,2025,2:15:07,3:43:25,,25-29
1085,4330,Male,1:35:36,Manila,2025,2:15:08,3:43:25,,55-59
1086,1528,Male,1:51:03,Manila,2024,2:26:28,3:43:31,4:29:29,30-34
1087,1587,Male,1:54:41,Manila,2024,1:59:27,3:43:32,6:55:39,35-39
1088,15124,Male,1:41:41,Cebu,2024,2:05:53,3:43:34,5:07:28,25-29
1089,15850,Female,1:49:14,Davao,2024,2:21:10,3:43:35,,35-39
1090,5103,Male,1:41:39,Manila,2025,2:21:29,3:43:36,,30-34
1091,4179,Male,1:34:55,Manila,2025,2:12:29,3:43:41,,25-29
1092,1575,Male,1:54:42,Manila,2024,2:25:42,3:43:42,5:00:09,30-34
1093,4012,Male,1:30:49,Manila,2025,1:58:57,3:43:44,,25-29
1094,14438,Female,1:46:21,Baguio,2024,2:19:18,3:43:44,,40-44
1095,14394,Female,1:40:14,Baguio,2024,2:09:24,3:43:45,,30-34
1096,8542,Male,1:26:08,Cagayan de Oro,2024,1:52:32,3:43:46,,30-34
1097,3915,Male,1:26:52,Manila,2025,1:59:58,3:43:47,,40-44
1098,13963,Female,1:44:15,Iloilo-Bacolod,2024,2:13:21,3:43:47,,45-49
1099,4316,Female,1:36:32,Manila,2025,2:12:00,3:43:48,,35-39
1100,3954,Male,1:28:19,Manila,2025,1:40:26,3:43:50,,30-34
1101,15955,Male,1:58:19,Davao,2024,2:19:59,3:43:51,6:44:19,35-39
1102,4284,Male,1:36:41,Manila,2025,2:45:48,3:43:52,,25-29
1103,4254,Male,1:35:32,Manila,2025,2:10:27,3:43:56,,55-59
1104,6461,Male,1:58:12,Manila,2025,2:23:47,3:43:59,,25-29
1105,1591,Female,1:55:06,Manila,2024,3:33:28,3:44:03,,40-44
1106,15945,Male,1:57:33,Davao,2024,2:50:08,3:44:04,,50-54
1107,3821,Male,1:23:45,Manila,2025,1:50:16,3:44:05,,30-34
1108,8920,Male,2:26:02,Cagayan de Oro,2024,2:34:52,3:44:05,,40-44
1109,1107,Male,1:48:24,Manila,2024,2:35:19,3:44:05,4:51:19,50-54
1110,1532,Female,1:55:16,Manila,2024,2:32:53,3:44:09,4:49:03,30-34
1111,15728,Male,1:37:35,Davao,2024,2:14:35,3:44:10,5:27:40,35-39
1112,310,Male,1:26:23,Manila,2024,2:23:54,3:44:12,,25-29
1113,15202,Male,1:47:38,Cebu,2024,2:25:36,3:44:14,5:02:10,30-34
1114,15713,Male,1:36:39,Davao,2024,2:11:46,3:44:15,5:36:48,40-44
1115,15030,Male,1:29:06,Cebu,2024,2:26:55,3:44:17,7:33:49,25-29
1116,4131,Male,1:24:13,Manila,2025,1:51:48,3:44:19,,35-39
1117,8722,Male,1:52:27,Cagayan de Oro,2024,2:13:10,3:44:19,5:41:29,25-29
1118,898,Female,1:42:34,Manila,2024,2:23:42,3:44:20,5:06:58,50-54
1119,5482,Female,1:44:57,Manila,2025,2:12:20,3:44:22,,30-34
1120,823,Male,1:39:54,Manila,2024,2:07:52,3:44:23,6:08:37,25-29
1121,4240,Male,1:36:32,Manila,2025,2:29:45,3:44:23,,30-34
1122,888,Male,1:40:40,Manila,2024,2:15:05,3:44:27,5:03:02,35-39
1123,15064,Female,1:34:15,Cebu,2024,2:10:51,3:44:31,,45-49
1124,1273,Male,1:48:27,Manila,2024,2:05:28,3:44:32,,30-34
1125,4951,Male,1:37:50,Manila,2025,2:19:46,3:44:32,,25-29
1126,4196,Male,1:32:48,Manila,2025,2:19:52,3:44:32,,35-39
1127,15034,Male,1:30:10,Cebu,2024,3:01:39,3:44:32,,45-49
1128,2463,Male,2:13:49,Manila,2024,2:26:56,3:44:33,,45-49
1129,4348,Male,1:38:08,Manila,2025,2:15:49,3:44:34,,35-39
1130,3905,Male,1:26:39,Manila,2025,1:53:57,3:44:35,,50-54
1131,4065,Male,1:30:28,Manila,2025,2:01:00,3:44:37,,35-39
1132,4261,Male,1:35:31,Manila,2025,2:02:04,3:44:37,,25-29
1133,15110,Female,1:40:18,Cebu,2024,2:15:56,3:44:37,,18-24
1134,8636,Male,1:38:51,Cagayan de Oro,2024,2:11:21,3:44:41,5:44:16,35-39
1135,8693,Female,1:48:08,Cagayan de Oro,2024,2:11:21,3:44:41,5:44:14,30-34
1136,4297,Male,1:37:49,Manila,2025,2:12:22,3:44:42,,50-54
1137,1243,Male,1:49:34,Manila,2024,2:22:33,3:44:44,,25-29
1138,4238,Male,1:35:39,Manila,2025,2:10:11,3:44:46,,35-39
1139,4252,Male,1:25:26,Manila,2025,1:55:55,3:44:48,,25-29
1140,4021,Male,1:30:54,Manila,2025,2:01:25,3:44:48,,45-49
1141,401,Male,1:32:44,Manila,2024,2:02:42,3:44:48,5:32:47,25-29
1142,4272,Male,1:33:35,Manila,2025,2:06:59,3:44:49,,45-49
1143,608,Male,1:37:53,Manila,2024,2:21:19,3:44:50,5:11:29,35-39
1144,4423,Female,1:39:29,Manila,2025,2:22:03,3:44:53,,30-34
1145,3880,Male,1:26:48,Manila,2025,1:58:21,3:44:55,,35-39
1146,4102,Male,1:30:51,Manila,2025,1:59:31,3:44:55,,40-44
1147,468,Male,1:34:17,Manila,2024,2:00:08,3:44:55,,50-54
1148,8761,Female,1:57:18,Cagayan de Oro,2024,2:02:44,3:44:55,,30-34
1149,3394,Male,2:36:38,Manila,2024,2:21:51,3:44:55,5:28:05,35-39
1150,4871,Male,1:46:14,Manila,2025,1:50:15,3:44:56,,50-54
1151,8779,Male,1:58:59,Cagayan de Oro,2024,2:05:48,3:45:00,,35-39
1152,4826,Male,1:46:34,Manila,2025,2:24:36,3:45:04,,40-44
1153,4030,Male,1:30:03,Manila,2025,1:55:43,3:45:07,,40-44
1154,601,Female,1:37:50,Manila,2024,2:16:19,3:45:08,5:31:35,30-34
1155,14350,Male,1:32:16,Baguio,2024,2:10:00,3:45:09,,40-44
1156,15217,Male,1:49:22,Cebu,2024,2:08:01,3:45:10,5:58:16,25-29
1157,8621,Female,1:38:22,Cagayan de Oro,2024,2:18:02,3:45:10,,40-44
1158,70,Male,1:17:01,Manila,2024,3:01:12,3:45:12,,40-44
1159,362,Male,1:31:30,Manila,2024,2:03:02,3:45:15,,30-34
1160,8655,Male,1:41:33,Cagayan de Oro,2024,2:12:25,3:45:23,5:13:00,30-34
1161,4022,Male,1:28:54,Manila,2025,2:01:39,3:45:27,,45-49
1162,4337,Male,1:35:41,Manila,2025,2:12:06,3:45:27,,40-44
1163,4602,Male,1:43:44,Manila,2025,2:27:04,3:45:28,,18-24
1164,16075,Male,2:08:07,Davao,2024,2:47:32,3:45:37,5:43:22,45-49
1165,4810,Male,1:47:01,Manila,2025,2:11:12,3:45:40,,30-34
1166,1118,Male,1:46:39,Manila,2024,2:18:43,3:45:42,,25-29
1167,13960,Male,1:43:38,Iloilo-Bacolod,2024,2:18:08,3:45:43,5:03:58,30-34
1168,732,Female,1:37:05,Manila,2024,2:28:03,3:45:43,,30-34
1169,15152,Male,1:43:54,Cebu,2024,2:23:38,3:45:45,,25-29
1170,16062,Male,2:07:34,Davao,2024,2:42:09,3:45:45,,25-29
1171,14972,Male,1:19:04,Cebu,2024,3:22:17,3:45:45,,35-39
1172,4105,Female,1:32:40,Manila,2025,2:20:03,3:45:53,,25-29
1173,876,Male,1:43:22,Manila,2024,2:30:03,3:46:00,5:22:15,40-44
1174,4429,Male,1:37:18,Manila,2025,2:22:01,3:46:01,,45-49
1175,15485,Male,2:20:18,Cebu,2024,2:38:38,3:46:02,5:54:45,35-39
1176,5458,Male,1:44:48,Manila,2025,2:13:41,3:46:09,,30-34
1177,394,Male,1:32:46,Manila,2024,2:07:50,3:46:12,,30-34
1178,4542,Male,1:41:48,Manila,2025,2:08:39,3:46:12,,50-54
1179,8547,Male,1:27:19,Cagayan de Oro,2024,2:15:09,3:46:14,,40-44
1180,772,Male,1:37:19,Manila,2024,2:20:43,3:46:14,,35-39
1181,4251,Male,1:33:21,Manila,2025,2:03:03,3:46:16,,25-29
1182,8474,Male,3:04:37,Manila,2025,3:03:45,3:46:18,,25-29
1183,4293,Male,1:37:38,Manila,2025,2:51:50,3:46:21,,25-29
1184,412,Male,1:32:39,Manila,2024,2:29:01,3:46:23,,35-39
1185,4428,Male,1:40:27,Manila,2025,2:12:59,3:46:24,,25-29
1186,483,Male,1:32:17,Manila,2024,2:14:39,3:46:24,5:45:19,30-34
1187,15636,Male,1:26:53,Davao,2024,2:07:49,3:46:26,,30-34
1188,4352,Male,1:37:40,Manila,2025,2:01:43,3:46:27,,25-29
1189,15648,Male,1:28:53,Davao,2024,2:10:55,3:46:31,7:01:14,45-49
1190,5362,Male,1:54:36,Manila,2025,2:18:23,3:46:35,,30-34
1191,5882,Male,1:50:41,Manila,2025,2:15:28,3:46:37,,35-39
1192,4389,Male,1:37:54,Manila,2025,2:08:44,3:46:43,,25-29
1193,4037,Male,1:31:47,Manila,2025,2:11:26,3:46:46,,30-34
1194,447,Male,1:29:46,Manila,2024,2:08:15,3:46:47,5:16:22,30-34
1195,1638,Female,1:52:42,Manila,2024,2:33:53,3:46:49,5:20:44,25-29
1196,4742,Female,1:45:58,Manila,2025,2:20:59,3:46:51,,45-49
1197,1512,Male,1:51:52,Manila,2024,2:28:37,3:46:51,,35-39
1198,241,Male,1:27:26,Manila,2024,1:58:55,3:46:59,5:59:31,30-34
1199,853,Male,1:43:09,Manila,2024,2:15:15,3:47:07,,25-29
1200,275,Male,1:28:00,Manila,2024,2:07:49,3:47:10,5:20:15,25-29
1201,1005,Female,1:43:49,Manila,2024,2:15:10,3:47:11,4:55:56,30-34
1202,15815,Male,1:45:26,Davao,2024,2:23:02,3:47:12,5:57:07,40-44
1203,15833,Male,1:46:12,Davao,2024,2:07:00,3:47:13,,25-29
1204,15221,Male,1:49:31,Cebu,2024,2:32:16,3:47:13,4:36:13,25-29
1205,580,Male,1:35:52,Manila,2024,2:32:25,3:47:16,5:14:29,25-29
1206,117,Male,1:20:19,Manila,2024,2:23:09,3:47:17,3:43:34,25-29
1207,15832,Female,1:47:29,Davao,2024,2:33:09,3:47:18,,35-39
1208,1172,Female,1:47:51,Manila,2024,2:23:28,3:47:22,4:56:21,30-34
1209,396,Male,1:28:15,Manila,2024,2:07:36,3:47:25,,25-29
1210,8622,Male,1:38:09,Cagayan de Oro,2024,1:59:09,3:47:31,,30-34
1211,4668,Male,1:35:11,Manila,2025,2:11:48,3:47:33,,30-34
1212,4586,Male,1:40:15,Manila,2025,2:22:45,3:47:33,,30-34
